Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22
2023,NC,North Carolina,Richmond,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,30.9,,,26,36.1,"42,324","32,370",37153,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-79.7480501194479 35.0059731618643)
2023,NC,North Carolina,Edgecombe,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,31.7,,,26.4,37.4,"48,832","37,653",37065,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.5971756410996 35.913040080039)
2023,NC,North Carolina,Polk,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,21.8,,,17.3,27.1,"20,060","17,006",37149,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-82.170181353608 35.2792484455477)
2023,NC,North Carolina,Northampton,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,30.2,,,25.1,35.6,"16,715","13,758",37131,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.3963332385957 36.4178811426774)
2023,NC,North Carolina,Greene,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,31.6,,,26.6,37.2,"20,530","16,688",37079,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.6758039116837 35.4849054091072)
2023,NC,North Carolina,Yancey,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,24,,,19.5,29.3,"18,938","15,582",37199,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-82.30769414617 35.8991764909611)
2023,NC,North Carolina,Wilson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,30.6,,,25.8,36,"78,970","60,928",37195,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.9185488995394 35.7052197078408)
2023,NC,North Carolina,Lincoln,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,21.5,,,17,26.6,"95,675","76,148",37109,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-81.2240721915513 35.4855553677493)
2023,NC,North Carolina,Pitt,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,25.9,,,21.2,30.6,"175,119","137,875",37147,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.374678818702 35.5934498276118)
2023,NC,North Carolina,Hoke,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,28.1,,,23.8,32.6,"54,446","39,888",37093,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-79.2373149494308 35.0172991021942)
2023,NC,North Carolina,Washington,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,32,,,26.9,37.7,"10,713","8,617",37187,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-76.5770084500192 35.8231123664106)
2023,NC,North Carolina,Johnston,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,23.1,,,18.9,28,"241,955","182,582",37101,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-78.365753932271 35.5179210737528)
2023,NC,North Carolina,Robeson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,34.9,,,30.6,39.3,"117,365","86,828",37155,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-79.1037511522453 34.6404234382968)
2023,NC,North Carolina,Nash,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,27.5,,,22.9,32.6,"96,551","75,392",37127,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.9860103790339 35.9677050225842)
